"Row.names"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"WormBase.Gene.ID"	"Public.Name"	"Sequence.Name"	"Other.Name"	"Protein.Domain"	"UniProt"	"Reference.UniProt.ID"	"Interacting.Gene"	"Expr_pattern.Tissue"	"Gene.Ontology.Association"	"Concise.Description"	"Automated.Description"
"CELE_F26F2.6"	8,67466495161944	6,45862977498838	2,23836196270157	2,88542688028579	0,00390883249755506	0,0372330025255809	"WBGene00009171"	"clec-263"	"F26F2.6"	"CELE_F26F2.6"	"CE31796|HMMPANTHER:PTHR47629|HMMPANTHER:PTHR47629:SF3|SMART:SM00605|PFAM:PF08277|SUPERFAMILY:SSF56436|INTERPRO:IPR006583|INTERPRO:IPR016186|INTERPRO:IPR016187"	"Q9XV53"	"Q9XV53"	"N.A."	"N.A."	"carbohydrate binding"	"N.A."	"Is predicted to enable carbohydrate binding activity."
"CELE_T23G4.5"	8,53812216014201	6,43567686740625	2,26632360970735	2,83969899084151	0,00451561213775603	0,0412489396977327	"WBGene00011961"	"T23G4.5"	"T23G4.5"	"CELE_T23G4.5"	"CE16457|HMMPANTHER:PTHR21593|HMMPANTHER:PTHR21593:SF4|PFAM:PF02520|INTERPRO:IPR003677"	"O18128"	"O18128"	"sgt-1|Physical"	"N.A."	"N.A."	"N.A."	"Is enriched in body wall muscle cell\; coelomocyte\; germline precursor cell\; and in male based on tiling array and RNA-seq studies. Is affected by several genes including let-60\; rrf-3\; and cyc-1 based on microarray and RNA-seq studies. Is affected by six chemicals including Alovudine\; stavudine\; and Zidovudine based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: Domain of unknown function DUF148 and Domain of unknown function DUF148."
"CELE_F46B6.13"	7,91075211196171	6,32574257260277	2,21049602547166	2,86168466249697	0,0042139594076402	0,0391586823857769	"WBGene00044192"	"F46B6.13"	"F46B6.13"	"CELE_F46B6.13"	"N.A."	"Q565A5"	"Q565A5"	"N.A."	"N.A."	"N.A."	"N.A."	"Is enriched in NSM and in male based on tiling array and RNA-seq studies. Is affected by several genes including rrf-3\; eat-2\; and clk-1 based on tiling array\; microarray\; and RNA-seq studies. Is affected by six chemicals including Psoralens\; allantoin\; and Sirolimus based on RNA-seq studies."
"CELE_F02E11.5"	15,2996292895976	6,30226320533855	1,98116851680083	3,18108386636155	0,0014672514723333	0,0185554356918841	"WBGene00017183"	"scl-15"	"F02E11.5"	"CELE_F02E11.5"	"CE09196|HMMPANTHER:PTHR10334|HMMPANTHER:PTHR10334:SF253|PRINTS:PR00837|PRINTS:PR00838|SMART:SM00198|PFAM:PF00188|SUPERFAMILY:SSF55797|INTERPRO:IPR001283|INTERPRO:IPR002413|INTERPRO:IPR014044|INTERPRO:IPR035940"	"O16575"	"O16575"	"N.A."	"N.A."	"extracellular space"	"N.A."	"Is enriched in germ line and in male based on proteomic and RNA-seq studies. Is affected by several genes including daf-16\; rrf-3\; and eat-2 based on tiling array\; microarray\; and RNA-seq studies. Is affected by six chemicals including allantoin\; Sirolimus\; and metformin based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: Cysteine-rich secretory protein family\; Cysteine-rich  secretory protein-related\; Venom allergen 5-like\; CAP domain\; and CAP superfamily. Is an ortholog of several human genes including CRISP1 (cysteine rich secretory protein 1)\; CRISP2 (cysteine rich secretory protein 2)\; and GLIPR1 (GLI pathogenesis related 1)."
"CELE_F49F1.18"	7,62091716948779	6,27171001385589	2,23895940484299	2,8011718302216	0,00509173993535305	0,0446795164951942	"WBGene00235368"	"F49F1.18"	"F49F1.18"	"CELE_F49F1.18"	"CE48631|HMMPANTHER:PTHR11346:SF116|HMMPANTHER:PTHR11346|PFSCAN:PS51304|SMART:SM00908|SMART:SM00276|PFAM:PF00337|SUPERFAMILY:SSF49899|INTERPRO:IPR001079|INTERPRO:IPR013320|INTERPRO:IPR044156"	"U4PM93"	"U4PM93"	"N.A."	"N.A."	"carbohydrate binding"	"N.A."	"Is predicted to enable carbohydrate binding activity. Is an ortholog of human LGALSL (galectin like)."
"CELE_M7.10"	7,5346224565676	6,25509032885514	2,30200992094255	2,71722996149991	0,00658308505149712	0,0525345943296041	"WBGene00010886"	"M7.10"	"M7.10"	"CELE_M7.10"	"CE03490|HMMPANTHER:PTHR21593|HMMPANTHER:PTHR21593:SF4|PFAM:PF02520|INTERPRO:IPR003677"	"Q21588"	"Q21588"	"N.A."	"N.A."	"N.A."	"N.A."	"Is enriched in male-specific anatomical entity and in male based on RNA-seq and microarray studies. Is affected by several genes including rrf-3\; daf-12\; and eat-2 based on microarray\; tiling array\; and RNA-seq studies. Is affected by thirteen chemicals including Alovudine\; stavudine\; and Zidovudine based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: Domain of unknown function DUF148 and Domain of unknown function DUF148."
"CELE_R11G10.4"	7,5346224565676	6,25509032885514	2,30200992094255	2,71722996149991	0,00658308505149712	0,0525345943296041	"WBGene00050968"	"R11G10.4"	"R11G10.4"	"CELE_R11G10.4"	"N.A."	"A8WHS7"	"A8WHS7"	"N.A."	"N.A."	"N.A."	"N.A."	"Is enriched in AVK and in male based on RNA-seq studies. Is affected by several genes including rrf-3\; hpl-2\; and drh-3 based on tiling array and RNA-seq studies. Is affected by five chemicals including Psoralens\; allantoin\; and Sirolimus based on RNA-seq studies."
"CELE_F49E11.4"	14,3966257431377	6,21348671832783	2,02650774188452	3,06610559136067	0,00216866713448932	0,0245399322409956	"WBGene00009890"	"scl-9"	"F49E11.4"	"tag-254, CELE_F49E11.4"	"CE10800|HMMPANTHER:PTHR10334|HMMPANTHER:PTHR10334:SF217|PRINTS:PR00837|PRINTS:PR00838|SMART:SM00198|PFAM:PF00188|SUPERFAMILY:SSF55797|INTERPRO:IPR001283|INTERPRO:IPR002413|INTERPRO:IPR014044|INTERPRO:IPR035940"	"Q93747"	"Q93747"	"N.A."	"N.A."	"extracellular space"	"scl-9 encodes a predicted extracellular protein that is a member of the C. elegans family of SCP\/TAPS domain-containing proteins\; loss of scl-9 via RNAi in wild-type and tub-1 and tph-1 mutant backgrounds results in reduced fat content."	"Is enriched in male-specific anatomical entity and in male based on RNA-seq and microarray studies. Is affected by several genes including daf-2\; rrf-3\; and eat-2 based on tiling array\; microarray\; and RNA-seq studies. Is affected by eight chemicals including Alovudine\; stavudine\; and allantoin based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: Cysteine-rich secretory protein family\; Cysteine-rich  secretory protein-related\; Venom allergen 5-like\; CAP domain\; and CAP superfamily. Is an ortholog of several human genes including CRISP2 (cysteine rich secretory protein 2)\; GLIPR1 (GLI pathogenesis related 1)\; and PI15 (peptidase inhibitor 15)."
"CELE_T12A2.21"	7,32492755700968	6,21273382118559	1,91214955749768	3,24908362780778	0,00115777435376758	0,0156086564863226	"WBGene00305999"	"T12A2.21"	"T12A2.21"	"CELE_T12A2.21"	"CE54182|HMMPANTHER:PTHR13296|HMMPANTHER:PTHR13296:SF1|INTERPRO:IPR008409"	"N.A."	"N.A."	"N.A."	"N.A."	"mRNA processing"	"N.A."	"Is predicted to encode a protein with the following domain: Pre-mRNA-splicing factor SPF27."
"CELE_R53.8"	14,2589281100582	6,19443758223054	2,01817642587062	3,06932411994572	0,00214543690018978	0,0243300346070249	"WBGene00011277"	"R53.8"	"R53.8"	"CELE_R53.8"	"N.A."	"G5EFL8"	"G5EFL8"	"N.A."	"N.A."	"N.A."	"N.A."	"Is enriched in PLM\; male-specific anatomical entity\; and in male based on RNA-seq and microarray studies. Is affected by several genes including daf-16\; let-60\; and rrf-3 based on tiling array\; microarray\; and RNA-seq studies. Is affected by seven chemicals including Alovudine\; stavudine\; and Zidovudine based on RNA-seq and microarray studies."
"CELE_ZK1290.11"	7,02449792502086	6,15384210080841	2,31419355593303	2,6591734667273	0,00783326203799985	0,0585822805556507	"WBGene00022892"	"ZK1290.11"	"ZK1290.11"	"CELE_ZK1290.11"	"N.A."	"Q09338"	"Q09338"	"N.A."	"N.A."	"N.A."	"N.A."	"Is enriched in body wall musculature\; male-specific anatomical entity\; and in male based on RNA-seq and microarray studies. Is affected by several genes including rrf-3\; eat-2\; and sma-2 based on tiling array\; microarray\; and RNA-seq studies. Is affected by eight chemicals including Alovudine\; stavudine\; and Zidovudine based on RNA-seq and microarray studies."
"CELE_F13E9.10"	6,95750048694454	6,14017462437307	2,2646086462633	2,71136235150591	0,00670073558417928	0,0531457629522418	"WBGene00008759"	"F13E9.10"	"F13E9.10"	"CELE_F13E9.10"	"CE05612|PFAM:PF02520|INTERPRO:IPR003677"	"Q19415"	"Q19415"	"N.A."	"N.A."	"N.A."	"N.A."	"Is enriched in germ line and in male based on proteomic and RNA-seq studies. Is affected by several genes including rrf-3\; eat-2\; and hpl-2 based on tiling array and RNA-seq studies. Is affected by eight chemicals including tryptophan\; stavudine\; and Zidovudine based on microarray and RNA-seq studies. Is predicted to encode a protein with the following domains: Domain of unknown function DUF148 and Domain of unknown function DUF148."
"CELE_F43C11.12"	6,87120577402436	6,12195333082872	2,33680006318688	2,61980193653355	0,00879808493986912	0,0635132122534163	"WBGene00018389"	"F43C11.12"	"F43C11.12"	"CELE_F43C11.12"	"CE46825|HMMPANTHER:PTHR21453|HMMPANTHER:PTHR21453:SF3|PFAM:PF02343|INTERPRO:IPR003326"	"Q9U5B1"	"Q9U5B1"	"N.A."	"N.A."	"N.A."	"N.A."	"Is enriched in AVE\; NSM\; and in male based on tiling array and RNA-seq studies. Is affected by several genes including rrf-3\; eat-2\; and sma-2 based on tiling array\; RNA-seq\; and microarray studies. Is affected by six chemicals including Zidovudine\; allantoin\; and Sirolimus based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: TRA-1 regulated protein R03H10.4 and TRA-1 regulated."
"CELE_C33G3.5"	13,3428779610061	6,10257124738914	2,01337260856458	3,03101930632697	0,00243729663004124	0,026696408536533	"WBGene00007905"	"C33G3.5"	"C33G3.5"	"CELE_C33G3.5"	"N.A."	"Q93322"	"Q93322"	"N.A."	"N.A."	"N.A."	"N.A."	"Is enriched in germ line\; male-specific anatomical entity\; and in male based on proteomic\; RNA-seq\; and microarray studies. Is affected by several genes including rrf-3\; daf-12\; and eat-2 based on tiling array\; microarray\; and RNA-seq studies. Is affected by seven chemicals including Zidovudine\; Psoralens\; and allantoin based on RNA-seq and microarray studies."
"CELE_C09G12.5"	13,0362936590131	6,06860834557976	2,02916828893771	2,99068755344917	0,0027835013724101	0,02938601008801	"WBGene00015655"	"C09G12.5"	"C09G12.5"	"CELE_C09G12.5"	"CE16839|PFAM:PF14747|INTERPRO:IPR027913"	"O44457"	"O44457"	"N.A."	"vas deferens"	"N.A."	"N.A."	"Is expressed in vas deferens. Is predicted to encode a protein with the following domains: Domain of unknown function (DUF4473) and Protein of unknown function DUF4473."
"CELE_F49F1.9"	6,32758252343945	6,00298986275898	2,3186092151899	2,58904770300731	0,00962417611486817	0,0675077724512548	"WBGene00018649"	"F49F1.9"	"F49F1.9"	"CELE_F49F1.9"	"CE17092|HMMPANTHER:PTHR11346|HMMPANTHER:PTHR11346:SF116|PFSCAN:PS51304|SMART:SM00276|SMART:SM00908|PFAM:PF00337|SUPERFAMILY:SSF49899|INTERPRO:IPR001079|INTERPRO:IPR013320|INTERPRO:IPR044156"	"Q9GZE0"	"Q9GZE0"	"F43B10.1|Physical, sgt-1|Physical"	"N.A."	"carbohydrate binding"	"N.A."	"Is predicted to enable carbohydrate binding activity. Is an ortholog of human LGALS12 (galectin 12)."
"CELE_T02D1.7"	6,31083316392038	5,99921765184344	2,30586507950668	2,60172102225813	0,00927572733208237	0,0656596368369479	"WBGene00011373"	"T02D1.7"	"T02D1.7"	"CELE_T02D1.7"	"N.A."	"O45726"	"O45726"	"cdc-48.2|Genetic, ckb-2|Regulatory"	"N.A."	"N.A."	"N.A."	"Is enriched in NSM and in male based on tiling array and RNA-seq studies. Is affected by several genes including rrf-3\; eat-2\; and nhl-2 based on tiling array and RNA-seq studies. Is affected by seven chemicals including Zidovudine\; Psoralens\; and allantoin based on RNA-seq and microarray studies."
"CELE_F54D12.9"	12,3896263359889	5,99426723617428	2,04907782754839	2,92534873765439	0,00344070401120546	0,0342643953939578	"WBGene00018822"	"F54D12.9"	"F54D12.9"	"CELE_F54D12.9"	"N.A."	"Q71V01"	"Q71V01"	"N.A."	"N.A."	"N.A."	"N.A."	"Is enriched in male based on RNA-seq studies. Is affected by several genes including rrf-3\; eat-2\; and mex-3 based on tiling array\; RNA-seq\; and microarray studies. Is affected by seven chemicals including Alovudine\; stavudine\; and Psoralens based on RNA-seq and microarray studies."
"CELE_Y38H6C.22"	11,833242596349	5,92995383705338	1,40318584398265	4,22606446785585	2,37813885917151e-05	0,000852301037424506	"WBGene00000015"	"abf-4"	"Y38H6C.22"	"CELE_Y38H6C.22"	"N.A."	"Q9XX40"	"Q9XX40"	"N.A."	"N.A."	"N.A."	"abf-4 encodes a homolog of the antibacterial factor ASABF from Ascaris suum\; ABF-4 may play a role in innate immunity, though at present the only evidence for its having an antimicrobial humoral function is its sequence similarity."	"Is affected by several genes including daf-12\; eat-2\; and clk-1 based on microarray\; tiling array\; and RNA-seq studies. Is affected by five chemicals including Cadmium Chloride\; resveratrol\; and Chlorpyrifos based on RNA-seq and microarray studies."
"CELE_F49F1.15"	6,00424886192737	5,92719763296505	2,34524522112578	2,52732532170765	0,011493498273455	0,0763605106851233	"WBGene00235365"	"F49F1.15"	"F49F1.15"	"F49F1.k, F49F1.k, CELE_F49F1.15"	"N.A."	"U4PBF9"	"U4PBF9"	"N.A."	"N.A."	"integral component of membrane, membrane"	"N.A."	"Is affected by eat-2\; rrf-3\; and sir-2.1 based on RNA-seq and microarray studies. Is affected by four chemicals including Alovudine\; stavudine\; and Rifampin based on RNA-seq studies."
"CELE_F34D6.8"	5,83420735141179	5,88570983240942	2,3515493872621	2,50290717443197	0,0123177846028807	0,0796975997148209	"WBGene00044365"	"nspf-2"	"F34D6.8"	"CELE_F34D6.8"	"N.A."	"Q4W509"	"Q4W509"	"N.A."	"N.A."	"N.A."	"N.A."	"Is enriched in male based on RNA-seq studies. Is affected by several genes including rrf-3\; eat-2\; and clk-1 based on microarray and RNA-seq studies. Is affected by five chemicals including Zidovudine\; Psoralens\; and allantoin based on RNA-seq studies."
"CELE_EEED8.11"	5,70296190469182	5,85140258453086	2,10345545885772	2,78180484397252	0,00540575356285249	0,0464214508204518	"WBGene00017139"	"clec-141"	"EEED8.11"	"CELE_EEED8.11"	"CE01884|HMMPANTHER:PTHR23124|HMMPANTHER:PTHR23124:SF143|SUPERFAMILY:SSF56436|INTERPRO:IPR016186|INTERPRO:IPR016187"	"Q09300"	"Q09300"	"N.A."	"N.A."	"N.A."	"N.A."	"Is enriched in male based on RNA-seq studies. Is affected by several genes including daf-2\; rrf-3\; and lin-4 based on microarray and RNA-seq studies. Is affected by eight chemicals including Alovudine\; stavudine\; and Zidovudine based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domain: C-type lectin fold."
"CELE_F32B4.6"	11,0962916899406	5,83303816416113	2,10602517602208	2,76969061461019	0,00561095619440869	0,0475756606522103	"WBGene00009316"	"abhd-11.1"	"F32B4.6"	"CELE_F32B4.6"	"CE17746|HMMPANTHER:PTHR46118|HMMPANTHER:PTHR46118:SF3|PFAM:PF00561|SUPERFAMILY:SSF53474|INTERPRO:IPR000073|INTERPRO:IPR029058|Active_site"	"O62202"	"O62202"	"N.A."	"N.A."	"hydrolase activity, mitochondrion"	"N.A."	"Is predicted to enable hydrolase activity. Is an ortholog of human ABHD11 (abhydrolase domain containing 11)."
"CELE_Y48A6B.4"	10,9360624040819	5,80366958551674	2,06353269526034	2,81249218820085	0,00491592175670833	0,0438001020909553	"WBGene00012965"	"fipr-17"	"Y48A6B.4"	"CELE_Y48A6B.4"	"CE19187|HMMPANTHER:PTHR39380:SF1|HMMPANTHER:PTHR39380|PFAM:PF10917|INTERPRO:IPR024415"	"Q9XXD3"	"Q9XXD3"	"gras-1|Physical, tsct-1|Physical"	"vas deferens"	"N.A."	"N.A."	"Is expressed in vas deferens. Is predicted to encode a protein with the following domains: Fungus-induced protein and Fungus-induced protein."
"CELE_F54D10.1"	10,8489201049557	5,79805890434334	1,38127078814129	4,19762652922352	2,69726963108217e-05	0,000945135401291333	"WBGene00004821"	"skr-15"	"F54D10.1"	"CELE_F54D10.1"	"CE19451|HMMPANTHER:PTHR11165:SF54|HMMPANTHER:PTHR11165|PIRSF:PIRSF028729|SMART:SM00512|PFAM:PF01466|PFAM:PF03931|SUPERFAMILY:SSF81382|SUPERFAMILY:SSF54695|INTERPRO:IPR001232|INTERPRO:IPR011333|INTERPRO:IPR016072|INTERPRO:IPR016073|INTERPRO:IPR016897|INTERPRO:IPR036296"	"G5EE88"	"G5EE88"	"N.A."	"N.A."	"cullin family protein binding, cytoplasm, nucleus, protein ubiquitination, SCF-dependent proteasomal ubiquitin-dependent protein catabolic process, ubiquitin-dependent protein catabolic process"	"The skr-15 gene encodes a homolog of Skp1 in S. cerevisiae that has no known function in vivo, since skr-15(RNAi) animals are at least superficially normal."	"Is predicted to enable cullin family protein binding activity. Is an ortholog of human SKP1 (S-phase kinase associated protein 1)."
"CELE_Y69F12A.3"	5,35758153890321	5,76252958897256	2,41197883191185	2,38912942051191	0,0168883519504427	0,0991491234801404	"WBGene00044451"	"fipr-19"	"Y69F12A.3"	"CELE_Y69F12A.3"	"CE22816|HMMPANTHER:PTHR39380:SF2|HMMPANTHER:PTHR39380|PFAM:PF10917|INTERPRO:IPR024415"	"Q3V5L1"	"Q3V5L1"	"N.A."	"N.A."	"N.A."	"N.A."	"Is affected by several genes including rrf-3\; eat-2\; and drh-3 based on RNA-seq studies. Is affected by seven chemicals including Alovudine\; stavudine\; and metformin based on RNA-seq studies. Is predicted to encode a protein with the following domains: Fungus-induced protein and Fungus-induced protein."
"CELE_Y6G8.14"	5,34612952414157	5,75792269521939	2,07194648223011	2,77899199839464	0,0054527868264303	0,0466659193109373	"WBGene00138715"	"Y6G8.14"	"Y6G8.14"	"CELE_Y6G8.14"	"CE43051|PFSCAN:PS50948|PFAM:PF00024|SUPERFAMILY:SSF57414|INTERPRO:IPR003609"	"B6EU70"	"B6EU70"	"N.A."	"N.A."	"N.A."	"N.A."	"Is enriched in male based on RNA-seq studies. Is affected by several genes including rrf-3\; eat-2\; and clk-1 based on microarray and RNA-seq studies. Is affected by seven chemicals including Alovudine\; stavudine\; and Psoralens based on RNA-seq studies. Is predicted to encode a protein with the following domains: PAN domain and PAN\/Apple domain."
"CELE_C47F8.1"	5,31684525009084	5,75694042123462	1,60678555780376	3,58289280935754	0,000339810073724738	0,00647757760341056	"WBGene00008157"	"C47F8.1"	"C47F8.1"	"CELE_C47F8.1"	"CE17570|HMMPANTHER:PTHR22899|PFSCAN:PS50181|PFAM:PF00646|PFAM:PF07735|INTERPRO:IPR001810|INTERPRO:IPR012885"	"O62111"	"O62111"	"N.A."	"N.A."	"N.A."	"This gene encodes a protein containing an F-box, a motif predicted to mediate protein-protein interactions either with homologs of yeast Skp-1p or with other proteins."	"Is enriched in germ line and intestine based on RNA-seq studies. Is affected by several genes including rrf-3\; sir-2.1\; and clk-1 based on microarray\; tiling array\; and RNA-seq studies. Is affected by fourteen chemicals including rotenone\; Alovudine\; and stavudine based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: F-box associated\; F-box domain\; F-box domain\; and F-box associated domain, type 2."
